seq_id,sequence1,sequence2,model,distance,alignment_id,alignment_ref,divergence_level,from_ref
cds_AOO54710_A/chicken/Sichuan/LFY/2016_2016/02/25_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AOO54710_A/chicken/Sichuan/LFY/2016_2016/02/25_HA_HA_9,pb,17.04877537214448,hybrid_high_0,hybrid,high,no
cds_AGK23569_A/chicken/Shandong/zc11/2009_2009/11/01_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGK23569_A/chicken/Shandong/zc11/2009_2009/11/01_HA_HA_9,pb,16.835719518715788,hybrid_high_0,hybrid,high,no
cds_ADC30104_A/chicken/Guangdong/HE21/2008_2008/08/01_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ADC30104_A/chicken/Guangdong/HE21/2008_2008/08/01_HA_HA_9,pb,16.780908153649364,hybrid_high_0,hybrid,high,no
cds_AGO17823_A/chicken/Hong_Kong/G9/1997_1997//_HA_HA_9_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGO17823_A/chicken/Hong_Kong/G9/1997_1997//_HA_HA_9,pb,16.642492415312944,hybrid_high_0,hybrid,high,no
cds_ACZ36909_A/duck/LA/B174/1986_1986//_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACZ36909_A/duck/LA/B174/1986_1986//_HA_HA_8,pb,17.48059738088275,hybrid_high_0,hybrid,high,no
cds_ACZ48491_A/turkey/Colorado/235497/2003_2003//_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACZ48491_A/turkey/Colorado/235497/2003_2003//_HA_HA_8,pb,17.62547819716346,hybrid_high_0,hybrid,high,no
cds_ABB87740_A/mallard/Alberta/194/1992_1992/12/01_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB87740_A/mallard/Alberta/194/1992_1992/12/01_HA_HA_8,pb,17.436594379503177,hybrid_high_0,hybrid,high,no
cds_AHZ38971_A/mallard/Sweden/541/2002_2002/11/07_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHZ38971_A/mallard/Sweden/541/2002_2002/11/07_HA_HA_8,pb,17.711313664843978,hybrid_high_0,hybrid,high,no
cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb,17.72564850182121,hybrid_high_0,hybrid,high,no
cds_AFX85524_A/laughing_gull/Delaware_Bay/296/1998_1998/05/19_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AFX85524_A/laughing_gull/Delaware_Bay/296/1998_1998/05/19_HA_HA_16,pb,17.56276014664221,hybrid_high_0,hybrid,high,no
cds_ACA48475_A/black-headed_gull/Turkmenistan/13/76_1976//_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACA48475_A/black-headed_gull/Turkmenistan/13/76_1976//_HA_HA_16,pb,17.709743553385266,hybrid_high_0,hybrid,high,no
cds_AGW43300_A/glaucous_gull-herring_gull_hybrid/Iceland/1108/2011_2011/10/16_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGW43300_A/glaucous_gull-herring_gull_hybrid/Iceland/1108/2011_2011/10/16_HA_HA_16,pb,17.983298179379695,hybrid_high_0,hybrid,high,no
cds_APC33175_A/black-headed_gull/Netherlands/8/2007_2007/07/05_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_APC33175_A/black-headed_gull/Netherlands/8/2007_2007/07/05_HA_HA_16,pb,17.627728493313363,hybrid_high_0,hybrid,high,no
cds_APC32974_A/black-headed_gull/Netherlands/63/2008_2008/07/14_HA_HA_16_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_APC32974_A/black-headed_gull/Netherlands/63/2008_2008/07/14_HA_HA_16,pb,17.547399493664905,hybrid_high_0,hybrid,high,no
cds_ABI84566_A/gull/Maryland/704/1977_1977/09/22_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABI84566_A/gull/Maryland/704/1977_1977/09/22_HA_HA_13,pb,18.02624360803637,hybrid_high_0,hybrid,high,no
cds_AGW82814_A/turkey/MN/1012/1991_1991//_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGW82814_A/turkey/MN/1012/1991_1991//_HA_HA_13,pb,17.37487998912886,hybrid_high_0,hybrid,high,no
cds_AAA43213_A/black-headed_gull/Astrakhan/227/84_1984//_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAA43213_A/black-headed_gull/Astrakhan/227/84_1984//_HA_HA_13,pb,17.167755996112387,hybrid_high_0,hybrid,high,no
cds_APC31919_A/black-headed_gull/Netherlands/106/2012_2012/07/19_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_APC31919_A/black-headed_gull/Netherlands/106/2012_2012/07/19_HA_HA_13,pb,17.557826038149425,hybrid_high_0,hybrid,high,no
cds_ACE78983_A/gull/Astrakhan/1846/1998_1998//_HA_HA_13_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACE78983_A/gull/Astrakhan/1846/1998_1998//_HA_HA_13,pb,17.30704689064757,hybrid_high_0,hybrid,high,no
cds_AFX84262_A/herring_gull/Delaware_Bay/2610/1987_1987/05/20_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AFX84262_A/herring_gull/Delaware_Bay/2610/1987_1987/05/20_HA_HA_11,pb,14.669373373391116,hybrid_high_0,hybrid,high,no
cds_AND81178_A/bean_goose/Hubei/SZY200/2016_2016/02/26_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AND81178_A/bean_goose/Hubei/SZY200/2016_2016/02/26_HA_HA_11,pb,14.84026146860811,hybrid_high_0,hybrid,high,no
cds_ABB88055_A/mallard_duck/ALB/797/1983_1983/08/23_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB88055_A/mallard_duck/ALB/797/1983_1983/08/23_HA_HA_11,pb,14.85807403599883,hybrid_high_0,hybrid,high,no
cds_AHN01572_A/mallard/Wisconsin/1069/1982_1982//_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHN01572_A/mallard/Wisconsin/1069/1982_1982//_HA_HA_11,pb,14.85705412822626,hybrid_high_0,hybrid,high,no
cds_AHN04001_A/duck/Minnesota/47/1975_1975//_HA_HA_11_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHN04001_A/duck/Minnesota/47/1975_1975//_HA_HA_11,pb,14.992535693079398,hybrid_high_0,hybrid,high,no
cds_ABB88022_A/pintail/Alberta/202/2000_2000/08/18_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB88022_A/pintail/Alberta/202/2000_2000/08/18_HA_HA_10,pb,30.386576802526363,hybrid_high_0,hybrid,high,no
cds_ABB87217_A/mallard/Alberta/209/2003_2003/08/07_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB87217_A/mallard/Alberta/209/2003_2003/08/07_HA_HA_10,pb,30.38557166532254,hybrid_high_0,hybrid,high,no
cds_AAA79775_A/chicken/Germany/N/1949_1949//_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAA79775_A/chicken/Germany/N/1949_1949//_HA_HA_10,pb,30.611308052027855,hybrid_high_0,hybrid,high,no
cds_AJD14187_A/migratory_duck/Jiangxi/10974/2005_2005/11/12_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AJD14187_A/migratory_duck/Jiangxi/10974/2005_2005/11/12_HA_HA_10,pb,30.62553654091004,hybrid_high_0,hybrid,high,no
cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10,pb,30.73513046843382,hybrid_high_0,hybrid,high,no
cds_ARB51629_A/guinea_fowl/Alabama/17-008272-2/2017_2017/03/12_HA_HA_7_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARB51629_A/guinea_fowl/Alabama/17-008272-2/2017_2017/03/12_HA_HA_7,pb,33.34236479759889,hybrid_high_0,hybrid,high,no
cds_AAD26932_A/chicken/New_York/8030-2/1996_1996//_HA_HA_7_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAD26932_A/chicken/New_York/8030-2/1996_1996//_HA_HA_7,pb,33.179948362091636,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAF02931_A/turkey/Oregon/1971_1971//_HA_HA_7,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAF02931_A/turkey/Oregon/1971_1971//_HA_HA_7,pb,33.158946090378166,hybrid_high_0,hybrid,high,no
cds_AAG10667_A/parrot/England/1174/94_1994//_HA_HA_7_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAG10667_A/parrot/England/1174/94_1994//_HA_HA_7,pb,31.931463822445952,hybrid_high_0,hybrid,high,no
cds_AGT40935_A/hawk/Italy/2985/2000_2000/04/26_HA_HA_7_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AGT40935_A/hawk/Italy/2985/2000_2000/04/26_HA_HA_7,pb,31.92687312967673,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,pb,33.94537695968521,hybrid_high_0,hybrid,high,no
cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14,pb,34.31561751316797,hybrid_high_0,hybrid,high,no
cds_AHJ57322_A/blue-winged_teal/Guatemala/CIP049H106-62/2011_2011/12/15_HA_HA_14_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHJ57322_A/blue-winged_teal/Guatemala/CIP049H106-62/2011_2011/12/15_HA_HA_14,pb,34.264735119390515,hybrid_high_0,hybrid,high,no
cds_AQY18465_A/blue-winged_teal/Guatemala/CIP049H109-49/2012_2012/11/16_HA_HA_14_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AQY18465_A/blue-winged_teal/Guatemala/CIP049H109-49/2012_2012/11/16_HA_HA_14,pb,34.305648117786426,hybrid_high_0,hybrid,high,no
cds_AQY18287_A/blue-winged_teal/Guatemala/CIP049H113-08/2013_2013/01/10_HA_HA_14_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AQY18287_A/blue-winged_teal/Guatemala/CIP049H113-08/2013_2013/01/10_HA_HA_14,pb,34.29467136961576,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAF46754_A/duck/Hong_Kong/951/1980_1980//_HA_HA_4,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAF46754_A/duck/Hong_Kong/951/1980_1980//_HA_HA_4,pb,33.67250473396729,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_BAF43432_A/duck/Hokkaido/1058/2001_2001//_HA_HA_4,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_BAF43432_A/duck/Hokkaido/1058/2001_2001//_HA_HA_4,pb,33.635806517365765,hybrid_high_0,hybrid,high,no
cds_ALE20251_A/duck/Zhejiang/925088/2014_2014/09/25_HA_HA_4_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ALE20251_A/duck/Zhejiang/925088/2014_2014/09/25_HA_HA_4,pb,33.77298005086985,hybrid_high_0,hybrid,high,no
cds_AHL81553_A/northern_shoveler/Wisconsin/11OS4110/2011_2011/10/16_HA_HA_4_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AHL81553_A/northern_shoveler/Wisconsin/11OS4110/2011_2011/10/16_HA_HA_4,pb,33.072815211322535,hybrid_high_0,hybrid,high,no
cds_AMX73815_A/blue-winged_teal/Texas/AI13-4094/2013_2013/09/18_HA_HA_4_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AMX73815_A/blue-winged_teal/Texas/AI13-4094/2013_2013/09/18_HA_HA_4,pb,33.077187299674165,hybrid_high_0,hybrid,high,no
cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,pb,33.476174334068915,hybrid_high_0,hybrid,high,no
cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,pb,33.61572075944357,hybrid_high_0,hybrid,high,no
cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,pb,33.730917902224746,hybrid_high_0,hybrid,high,no
cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3,pb,33.417332819317544,hybrid_high_0,hybrid,high,no
cds_AET75393_A/pintail/Alberta/232/1992_1992/08/24_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_AET75393_A/pintail/Alberta/232/1992_1992/08/24_HA_HA_3,pb,33.01046642502017,hybrid_high_0,hybrid,high,no
cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,pb,33.25309221856897,hybrid_high_0,hybrid,high,no
cds_ABB96341_A/Memphis/18/1978_1978//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB96341_A/Memphis/18/1978_1978//_HA_HA_3,pb,33.35638206734789,hybrid_high_0,hybrid,high,no
cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3,pb,33.40981459982098,hybrid_high_0,hybrid,high,no
cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3,pb,33.536062343616614,hybrid_high_0,hybrid,high,no
cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,pb,34.02274815294039,hybrid_high_0,hybrid,high,no
