alignment_id,alignment_ref,distance2,divergence_level,from_ref,pref_set,seq_id,sequence1,sequence2,model_pair,distance1
hybrid_high_0,hybrid,10.28079,high,no,average,cds_AAL87868_A/Swine/Minnesota/55551/2000_2000//_HA_HA_1_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAL87868_A/Swine/Minnesota/55551/2000_2000//_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.758224
hybrid_high_0,hybrid,10.11879,high,no,average,cds_AEM60091_A/swine/Iowa/3421/1990_1990//_HA_HA_1_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AEM60091_A/swine/Iowa/3421/1990_1990//_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.441174
hybrid_high_0,hybrid,10.75685,high,no,average,cds_ABD59847_A/Taiwan/0130/1996_1996//_HA_HA_1_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABD59847_A/Taiwan/0130/1996_1996//_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.469102
hybrid_high_0,hybrid,10.84881,high,no,average,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.63556
hybrid_high_0,hybrid,10.69179,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_BAA02768_A/Suita/1/1989_1989//_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_BAA02768_A/Suita/1/1989_1989//_HA_HA_1,pb/ExpCM_average,24.34786
hybrid_high_0,hybrid,10.47744,high,WSN,average,cds_ABF21278_A/Wilson-Smith/1933_1933//_HA_HA_1_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABF21278_A/Wilson-Smith/1933_1933//_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.935616
hybrid_high_0,hybrid,10.15543,high,no,average,cds_AAD17229_A/South_Carolina/1/1918_1918//_HA_HA_1_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAD17229_A/South_Carolina/1/1918_1918//_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.34644
hybrid_high_0,hybrid,10.07328,high,no,average,cds_ABV25634_A/swine/Iowa/15/1930_1930//_HA_HA_1_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABV25634_A/swine/Iowa/15/1930_1930//_HA_HA_1,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.144154999999998
hybrid_high_0,hybrid,8.888650000000002,high,no,average,cds_ABY79032_A/duck/Egypt/9399NAMRU3-CLEVB202/2007_2007//_HA_HA_5_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABY79032_A/duck/Egypt/9399NAMRU3-CLEVB202/2007_2007//_HA_HA_5,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.788917
hybrid_high_0,hybrid,9.03246,high,no,average,cds_ALD19472_A/Gallinula_chloropus/Guangdong/GZ174/2014_2014/09/08_HA_HA_5_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ALD19472_A/Gallinula_chloropus/Guangdong/GZ174/2014_2014/09/08_HA_HA_5,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.062672
hybrid_high_0,hybrid,8.766370000000002,high,no,average,cds_AAG01215_A/environment/Hong_Kong/437-8/99__1999//_HA_HA_5_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAG01215_A/environment/Hong_Kong/437-8/99__1999//_HA_HA_5,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.536876
hybrid_high_0,hybrid,8.647110000000001,high,no,average,cds_AAS07023_A/turkey/England/N28/1973_1973//_HA_HA_5_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAS07023_A/turkey/England/N28/1973_1973//_HA_HA_5,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.258969
hybrid_high_0,hybrid,8.829080000000003,high,no,average,cds_ACZ36905_A/chicken/Florida/25717/1993_1993//_HA_HA_5_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ACZ36905_A/chicken/Florida/25717/1993_1993//_HA_HA_5,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.538978
hybrid_high_0,hybrid,8.59713,high,no,average,cds_AFJ13125_A/mallard/Alberta/838/1979_1979/08/14_HA_HA_2_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AFJ13125_A/mallard/Alberta/838/1979_1979/08/14_HA_HA_2,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.556588
hybrid_high_0,hybrid,8.71901,high,no,average,cds_AIU46709_A/Netherlands/M2/1957_1957/07/13_HA_HA_2_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AIU46709_A/Netherlands/M2/1957_1957/07/13_HA_HA_2,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.512673000000003
hybrid_high_0,hybrid,8.756110000000001,high,no,average,cds_ABQ01355_A/Albany/1/1960_1960//_HA_HA_2_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABQ01355_A/Albany/1/1960_1960//_HA_HA_2,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.589729
hybrid_high_0,hybrid,8.797229999999997,high,no,average,cds_ACD56302_A/North_Carolina/1/1963_1963//_HA_HA_2_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ACD56302_A/North_Carolina/1/1963_1963//_HA_HA_2,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.672042
hybrid_high_0,hybrid,8.79929,high,no,average,cds_AIY59261_A/England/12/1962_1962//_HA_HA_2_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AIY59261_A/England/12/1962_1962//_HA_HA_2,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.676427
hybrid_high_0,hybrid,8.83736,high,no,average,cds_AAA43089_A/Berkeley/1/1968_1968//_HA_HA_2_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAA43089_A/Berkeley/1/1968_1968//_HA_HA_2,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.751007
hybrid_high_0,hybrid,8.965060000000003,high,no,average,cds_ABI85183_A/ruddy_turnstone/Delaware/34/1993_1993/05/15_HA_HA_2_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABI85183_A/ruddy_turnstone/Delaware/34/1993_1993/05/15_HA_HA_2,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.071875
hybrid_high_0,hybrid,8.790120000000002,high,no,average,cds_AFJ12393_A/mallard/Berlin/453-4/1980_1980//_HA_HA_2_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AFJ12393_A/mallard/Berlin/453-4/1980_1980//_HA_HA_2,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,23.706913000000004
hybrid_high_0,hybrid,8.470239999999999,high,no,average,cds_ADG44742_A/duck/Shantou/5480/2005_2005//_HA_HA_6_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ADG44742_A/duck/Shantou/5480/2005_2005//_HA_HA_6,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,25.12947500000001
hybrid_high_0,hybrid,8.416780000000001,high,no,average,cds_ABD35523_A/chicken/Taiwan/G2/87_1987//_HA_HA_6_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABD35523_A/chicken/Taiwan/G2/87_1987//_HA_HA_6,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.98778
hybrid_high_0,hybrid,8.50415,high,no,average,cds_AIK26344_A/chicken/Texas/9686-3/2014_2014/03/19_HA_HA_6_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AIK26344_A/chicken/Texas/9686-3/2014_2014/03/19_HA_HA_6,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,25.17421
hybrid_high_0,hybrid,8.585840000000001,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_BAJ18029_A/guinea_fowl/Hong_Kong/NT897/2001_2001//_HA_HA_6,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_BAJ18029_A/guinea_fowl/Hong_Kong/NT897/2001_2001//_HA_HA_6,pb/ExpCM_average,25.285179
hybrid_high_0,hybrid,8.72343,high,no,average,cds_ABJ16576_A/mallard/Ohio/64/1989_1989/10/19_HA_HA_6_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABJ16576_A/mallard/Ohio/64/1989_1989/10/19_HA_HA_6,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.378171
hybrid_high_0,hybrid,8.88815,high,no,average,cds_ACA48475_A/black-headed_gull/Turkmenistan/13/76_1976//_HA_HA_16_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ACA48475_A/black-headed_gull/Turkmenistan/13/76_1976//_HA_HA_16,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,25.385346
hybrid_high_0,hybrid,9.05581,high,no,average,cds_AGW43300_A/glaucous_gull-herring_gull_hybrid/Iceland/1108/2011_2011/10/16_HA_HA_16_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AGW43300_A/glaucous_gull-herring_gull_hybrid/Iceland/1108/2011_2011/10/16_HA_HA_16,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,25.755751
hybrid_high_0,hybrid,8.793429999999999,high,no,average,cds_AFX85524_A/laughing_gull/Delaware_Bay/296/1998_1998/05/19_HA_HA_16_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AFX85524_A/laughing_gull/Delaware_Bay/296/1998_1998/05/19_HA_HA_16,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,25.18632400000001
hybrid_high_0,hybrid,8.90063,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_APC33175_A/black-headed_gull/Netherlands/8/2007_2007/07/05_HA_HA_16,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_APC33175_A/black-headed_gull/Netherlands/8/2007_2007/07/05_HA_HA_16,pb/ExpCM_average,25.274294
hybrid_high_0,hybrid,8.842740000000003,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_APC32974_A/black-headed_gull/Netherlands/63/2008_2008/07/14_HA_HA_16,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_APC32974_A/black-headed_gull/Netherlands/63/2008_2008/07/14_HA_HA_16,pb/ExpCM_average,25.165525
hybrid_high_0,hybrid,8.995630000000002,high,no,average,cds_ABI84566_A/gull/Maryland/704/1977_1977/09/22_HA_HA_13_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABI84566_A/gull/Maryland/704/1977_1977/09/22_HA_HA_13,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,25.813901
hybrid_high_0,hybrid,8.529119999999999,high,no,average,cds_AGW82814_A/turkey/MN/1012/1991_1991//_HA_HA_13_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AGW82814_A/turkey/MN/1012/1991_1991//_HA_HA_13,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.931926000000004
hybrid_high_0,hybrid,8.65901,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_APC31919_A/black-headed_gull/Netherlands/106/2012_2012/07/19_HA_HA_13,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_APC31919_A/black-headed_gull/Netherlands/106/2012_2012/07/19_HA_HA_13,pb/ExpCM_average,25.179643
hybrid_high_0,hybrid,8.493580000000001,high,no,average,cds_ACE78983_A/gull/Astrakhan/1846/1998_1998//_HA_HA_13_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ACE78983_A/gull/Astrakhan/1846/1998_1998//_HA_HA_13,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.840077
hybrid_high_0,hybrid,8.42655,high,no,average,cds_AAA43213_A/black-headed_gull/Astrakhan/227/84_1984//_HA_HA_13_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAA43213_A/black-headed_gull/Astrakhan/227/84_1984//_HA_HA_13,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,24.651471
hybrid_high_0,hybrid,7.80587,high,no,average,cds_AHN01572_A/mallard/Wisconsin/1069/1982_1982//_HA_HA_11_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AHN01572_A/mallard/Wisconsin/1069/1982_1982//_HA_HA_11,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,21.522679000000004
hybrid_high_0,hybrid,7.89955,high,no,average,cds_AHN04001_A/duck/Minnesota/47/1975_1975//_HA_HA_11_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AHN04001_A/duck/Minnesota/47/1975_1975//_HA_HA_11,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,21.706127
hybrid_high_0,hybrid,7.81129,high,no,average,cds_ABB88055_A/mallard_duck/ALB/797/1983_1983/08/23_HA_HA_11_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABB88055_A/mallard_duck/ALB/797/1983_1983/08/23_HA_HA_11,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,21.524060000000002
hybrid_high_0,hybrid,7.80855,high,no,average,cds_AND81178_A/bean_goose/Hubei/SZY200/2016_2016/02/26_HA_HA_11_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AND81178_A/bean_goose/Hubei/SZY200/2016_2016/02/26_HA_HA_11,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,21.499941000000003
hybrid_high_0,hybrid,7.8131400000000015,high,no,average,cds_AFX84262_A/herring_gull/Delaware_Bay/2610/1987_1987/05/20_HA_HA_11_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AFX84262_A/herring_gull/Delaware_Bay/2610/1987_1987/05/20_HA_HA_11,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,21.268551
hybrid_high_0,hybrid,12.81146,high,no,average,cds_AAA79775_A/chicken/Germany/N/1949_1949//_HA_HA_10_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAA79775_A/chicken/Germany/N/1949_1949//_HA_HA_10,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,42.854632
hybrid_high_0,hybrid,12.7559,high,no,average,cds_AJD14187_A/migratory_duck/Jiangxi/10974/2005_2005/11/12_HA_HA_10_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AJD14187_A/migratory_duck/Jiangxi/10974/2005_2005/11/12_HA_HA_10,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,42.873898
hybrid_high_0,hybrid,12.81351,high,no,average,cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,43.022293
hybrid_high_0,hybrid,12.75834,high,no,average,cds_ABB88022_A/pintail/Alberta/202/2000_2000/08/18_HA_HA_10_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABB88022_A/pintail/Alberta/202/2000_2000/08/18_HA_HA_10,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,42.550336
hybrid_high_0,hybrid,12.75447,high,no,average,cds_ABB87217_A/mallard/Alberta/209/2003_2003/08/07_HA_HA_10_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ABB87217_A/mallard/Alberta/209/2003_2003/08/07_HA_HA_10,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,42.548975
hybrid_high_0,hybrid,12.98581,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_BAF02931_A/turkey/Oregon/1971_1971//_HA_HA_7,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_BAF02931_A/turkey/Oregon/1971_1971//_HA_HA_7,pb/ExpCM_average,46.304246
hybrid_high_0,hybrid,13.078750000000005,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_ARB51629_A/guinea_fowl/Alabama/17-008272-2/2017_2017/03/12_HA_HA_7,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ARB51629_A/guinea_fowl/Alabama/17-008272-2/2017_2017/03/12_HA_HA_7,pb/ExpCM_average,46.55260300000001
hybrid_high_0,hybrid,12.974690000000002,high,no,average,cds_AAD26932_A/chicken/New_York/8030-2/1996_1996//_HA_HA_7_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAD26932_A/chicken/New_York/8030-2/1996_1996//_HA_HA_7,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,46.332684
hybrid_high_0,hybrid,12.5544,high,no,average,cds_AAG10667_A/parrot/England/1174/94_1994//_HA_HA_7_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AAG10667_A/parrot/England/1174/94_1994//_HA_HA_7,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,44.642181
hybrid_high_0,hybrid,12.573410000000004,high,no,average,cds_AGT40935_A/hawk/Italy/2985/2000_2000/04/26_HA_HA_7_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AGT40935_A/hawk/Italy/2985/2000_2000/04/26_HA_HA_7,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,44.635965
hybrid_high_0,hybrid,14.997719999999996,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14,pb/ExpCM_average,47.369108
hybrid_high_0,hybrid,15.063270000000005,high,no,average,cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14_cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,pb/ExpCM_average,47.87042999999999
hybrid_high_0,hybrid,15.049110000000002,high,no,average,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8_cds_AQY18465_A/blue-winged_teal/Guatemala/CIP049H109-49/2012_2012/11/16_HA_HA_14,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8,cds_AQY18465_A/blue-winged_teal/Guatemala/CIP049H109-49/2012_2012/11/16_HA_HA_14,pb/ExpCM_average,47.856931
