FromRef,HA_group,alignment,distance1,distance2,model_pair,seq_id,clean_model
no,HA3_HA3,HA_greater_75,1.3266200000000001,1.2111299999999998,YNGKP_M5/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.93681,1.78667,YNGKP_M5/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.4277099999999998,1.30801,YNGKP_M5/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.11969,0.11682,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.6503400000000001,1.51488,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.8731700000000001,0.8391599999999999,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.38429,0.36579,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,0.35807,0.33989,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.81998,1.6779400000000002,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.42249,0.4031,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.7378900000000002,1.5986000000000002,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.4301,0.41043,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.49683,0.47489,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.39624000000000004,0.3774500000000001,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.18746,0.18169000000000002,YNGKP_M5/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.7411500000000002,1.6008600000000002,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.96398,0.92514,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.3165,0.30595,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,0.29028000000000004,0.28005,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.9107900000000002,1.7639200000000002,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.3547,0.34326,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.8287,1.68458,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.36230999999999997,0.35059,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.5876399999999999,0.56087,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.32845,0.31761,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.27826999999999996,0.26767,YNGKP_M5/YNGKP_M0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.25481,1.1567,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.00575,1.8498299999999999,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,1.97953,1.8239299999999998,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.17704000000000006,0.1719,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.04395,1.8871400000000005,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.09495,0.09256,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.05156,1.8944700000000003,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.4075099999999998,1.28595,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.0177,1.86149,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.5086,1.38283,YNGKP_M5/YNGKP_M0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.22858,1.17411,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,1.20236,1.14821,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.42445,1.31976,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.26678,1.2114200000000002,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.34236,1.24042,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.27439,1.21875,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.63034,0.61023,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.24053,1.18577,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.73143,0.70711,YNGKP_M5/YNGKP_M0,cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,0.04388,0.042839999999999996,YNGKP_M5/YNGKP_M0,cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3_cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.17539,2.01289,YNGKP_M5/YNGKP_M0,cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.07678,0.07503,YNGKP_M5/YNGKP_M0,cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.0933,1.93355,YNGKP_M5/YNGKP_M0,cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.08438999999999999,0.08235999999999999,YNGKP_M5/YNGKP_M0,cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.85224,0.80984,YNGKP_M5/YNGKP_M0,cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.050530000000000005,0.04938,YNGKP_M5/YNGKP_M0,cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.54287,0.5166399999999999,YNGKP_M5/YNGKP_M0,cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,2.14917,1.9869900000000003,YNGKP_M5/YNGKP_M0,cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,0.08207999999999999,0.08015,YNGKP_M5/YNGKP_M0,cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,2.06708,1.9076500000000003,YNGKP_M5/YNGKP_M0,cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,0.08968999999999999,0.08748,YNGKP_M5/YNGKP_M0,cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,0.8260200000000001,0.78394,YNGKP_M5/YNGKP_M0,cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,0.05582999999999999,0.054500000000000014,YNGKP_M5/YNGKP_M0,cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
yes,HA3_HA3,HA_greater_75,0.5166499999999999,0.49073999999999995,YNGKP_M5/YNGKP_M0,cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.21359,2.0502,YNGKP_M5/YNGKP_M0,cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.17581000000000002,0.17079999999999998,YNGKP_M5/YNGKP_M0,cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.2212,2.05753,YNGKP_M5/YNGKP_M0,cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.57715,1.4490100000000001,YNGKP_M5/YNGKP_M0,cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.1873400000000003,2.02455,YNGKP_M5/YNGKP_M0,cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.6782400000000002,1.54589,YNGKP_M5/YNGKP_M0,cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.1315,1.9708599999999998,YNGKP_M5/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.06037000000000001,0.05893,YNGKP_M5/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.89044,0.84715,YNGKP_M5/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.07167000000000001,0.06987,YNGKP_M5/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.58107,0.5539499999999999,YNGKP_M5/YNGKP_M0,cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.13911,1.97819,YNGKP_M5/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.49506,1.3696700000000002,YNGKP_M5/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,2.10525,1.94521,YNGKP_M5/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.59615,1.4665500000000002,YNGKP_M5/YNGKP_M0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.89805,0.8544799999999999,YNGKP_M5/YNGKP_M0,cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.07927999999999999,0.07719999999999999,YNGKP_M5/YNGKP_M0,cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.58868,0.56128,YNGKP_M5/YNGKP_M0,cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.86419,0.8215,YNGKP_M5/YNGKP_M0,cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.35509,0.34284000000000003,YNGKP_M5/YNGKP_M0,cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,0.55482,0.5283,YNGKP_M5/YNGKP_M0,cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,M5/M0
no,HA3_HA3,HA_greater_75,1.53083,1.4400600000000001,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.6233900000000003,1.5260400000000005,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,0.22136999999999998,0.21094,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.1529,1.08188,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.9034099999999998,1.7750099999999998,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_AGK73628_A/Rhode_Island/05/2011_2011/03/03_HA_HA_3,ExpCM/M0
yes,HA3_HA3,HA_greater_75,1.87497,1.74911,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,0.3921,0.374,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_AKI84352_A/equine/Tennessee/28A/2014_2014/10/21_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.94413,1.8123200000000004,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_ANM98799_A/California/25/2016_2016/01/16_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,0.31061,0.29466000000000003,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.9527299999999999,1.81965,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_AOT90646_A/Washington/56/2016_2016/03/21_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.28329,1.2111299999999998,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_BAM42775_A/duck/Vietnam/LBM12/2011_2011/09/20_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.91639,1.78667,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_BAT21829_A/Saitama/03-40/2012_2012/01/07_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.39111,1.30801,ExpCM/YNGKP_M0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3_cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,0.12414000000000001,0.11682,ExpCM/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,1.60804,1.51488,ExpCM/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3,ExpCM/M0
no,HA3_HA3,HA_greater_75,0.86231,0.8391599999999999,ExpCM/YNGKP_M0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3_cds_AET75834_A/red_knot/Delaware_Bay/252/1994_1994/05/23_HA_HA_3,ExpCM/M0
