HA_group,alignment_ref,divergence,reference,seed,seq_id
1,hybrid,0.5706521739130435,Perth,0,cds_AGM53850_A/California/07/2009_2009/04/09_HA_HA_1
2,hybrid,0.5942028985507246,Perth,0,cds_ACD56302_A/North_Carolina/1/1963_1963//_HA_HA_2
7,hybrid,0.536231884057971,Perth,0,cds_AGT40935_A/hawk/Italy/2985/2000_2000/04/26_HA_HA_7
1,hybrid,0.5670289855072463,Perth,0,cds_ARG44468_A/Mexico/INCMNSZ/RFH460/2013_2013/12/_HA_HA_1
2,hybrid,0.5960144927536232,Perth,0,cds_ABQ01355_A/Albany/1/1960_1960//_HA_HA_2
4,hybrid,0.3496376811594203,Perth,0,cds_BAF46754_A/duck/Hong_Kong/951/1980_1980//_HA_HA_4
7,hybrid,0.5163043478260869,Perth,0,cds_ARB51629_A/guinea_fowl/Alabama/17-008272-2/2017_2017/03/12_HA_HA_7
1,hybrid,0.5706521739130435,Perth,0,cds_ABV25634_A/swine/Iowa/15/1930_1930//_HA_HA_1
3,hybrid,0.0,Perth,0,cds_AHX37629_A/Perth/16/2009_2009/04/07_HA_HA_3
16,hybrid,0.6105072463768115,Perth,0,cds_APC32974_A/black-headed_gull/Netherlands/63/2008_2008/07/14_HA_HA_16
11,hybrid,0.5815217391304348,Perth,0,cds_ABB88055_A/mallard_duck/ALB/797/1983_1983/08/23_HA_HA_11
9,hybrid,0.5996376811594203,Perth,0,cds_AGO17823_A/chicken/Hong_Kong/G9/1997_1997//_HA_HA_9
7,hybrid,0.5344202898550725,Perth,0,cds_AAG10667_A/parrot/England/1174/94_1994//_HA_HA_7
3,hybrid,0.07971014492753625,Perth,0,cds_ABD16571_A/Memphis/7/1990_1990//_HA_HA_3
14,hybrid,0.36050724637681164,Perth,0,cds_AHJ57322_A/blue-winged_teal/Guatemala/CIP049H106-62/2011_2011/12/15_HA_HA_14
6,hybrid,0.5797101449275363,Perth,0,cds_ABJ16576_A/mallard/Ohio/64/1989_1989/10/19_HA_HA_6
16,hybrid,0.6086956521739131,Perth,0,cds_APC33175_A/black-headed_gull/Netherlands/8/2007_2007/07/05_HA_HA_16
10,hybrid,0.5217391304347826,Perth,0,cds_AER09416_A/mallard/Korea/1203/2010_2010/12/_HA_HA_10
14,hybrid,0.3623188405797102,Perth,0,cds_AQY18287_A/blue-winged_teal/Guatemala/CIP049H113-08/2013_2013/01/10_HA_HA_14
10,hybrid,0.519927536231884,Perth,0,cds_ABB87217_A/mallard/Alberta/209/2003_2003/08/07_HA_HA_10
9,hybrid,0.5942028985507246,Perth,0,cds_ABB87314_A/red_knot/Delaware/2552/1987_1987/07/07_HA_HA_9
9,hybrid,0.5960144927536232,Perth,0,cds_AGK23569_A/chicken/Shandong/zc11/2009_2009/11/01_HA_HA_9
1,hybrid,0.5670289855072463,Perth,0,cds_AAD17229_A/South_Carolina/1/1918_1918//_HA_HA_1
10,hybrid,0.5181159420289856,Perth,0,cds_AAA79775_A/chicken/Germany/N/1949_1949//_HA_HA_10
3,hybrid,0.07427536231884058,Perth,0,cds_ABE14840_A/New_York/637/1996_1996/01/17_HA_HA_3
13,hybrid,0.6105072463768115,Perth,0,cds_AAA43213_A/black-headed_gull/Astrakhan/227/84_1984//_HA_HA_13
8,hybrid,0.5905797101449275,Perth,0,cds_AHZ38971_A/mallard/Sweden/541/2002_2002/11/07_HA_HA_8
11,hybrid,0.5815217391304348,Perth,0,cds_AHN01572_A/mallard/Wisconsin/1069/1982_1982//_HA_HA_11
4,hybrid,0.34601449275362317,Perth,0,cds_AMX73815_A/blue-winged_teal/Texas/AI13-4094/2013_2013/09/18_HA_HA_4
3,hybrid,0.17934782608695654,Perth,0,cds_ACD85176_A/equine/Kentucky/3/1986_1986//_HA_HA_3
13,hybrid,0.6068840579710144,Perth,0,cds_APC31919_A/black-headed_gull/Netherlands/106/2012_2012/07/19_HA_HA_13
8,hybrid,0.5960144927536232,Perth,0,cds_APC30793_A/mallard_duck/Netherlands/14/2006_2006/07/24_HA_HA_8
2,hybrid,0.5978260869565217,Perth,0,cds_AAA43089_A/Berkeley/1/1968_1968//_HA_HA_2
3,hybrid,0.018115942028985477,Perth,0,cds_ABV30404_A/Texas/UR06-0418/2007_2007/02/26_HA_HA_3
1,hybrid,0.5688405797101449,Perth,0,cds_ABF21278_A/Wilson-Smith/1933_1933//_HA_HA_1
11,hybrid,0.5815217391304348,Perth,0,cds_AHN04001_A/duck/Minnesota/47/1975_1975//_HA_HA_11
7,hybrid,0.519927536231884,Perth,0,cds_BAF02931_A/turkey/Oregon/1971_1971//_HA_HA_7
13,hybrid,0.6068840579710144,Perth,0,cds_ACE78983_A/gull/Astrakhan/1846/1998_1998//_HA_HA_13
1,hybrid,0.5833333333333333,Perth,0,cds_BAA02768_A/Suita/1/1989_1989//_HA_HA_1
3,hybrid,0.06702898550724634,Perth,0,cds_ABJ16774_A/South_Australia/71/2000_2000//_HA_HA_3
2,hybrid,0.5978260869565217,Perth,0,cds_AIU46709_A/Netherlands/M2/1957_1957/07/13_HA_HA_2
3,hybrid,0.13043478260869568,Perth,0,cds_CAA24269_A/Aichi/2/1968_1968//_HA_HA_3
6,hybrid,0.5869565217391304,Perth,0,cds_ABD35523_A/chicken/Taiwan/G2/87_1987//_HA_HA_6
16,hybrid,0.6159420289855073,Perth,0,cds_AFX85524_A/laughing_gull/Delaware_Bay/296/1998_1998/05/19_HA_HA_16
1,hybrid,0.5760869565217391,Perth,0,cds_ABU50586_A/Solomon_Islands/3/2006_2006/08/21_HA_HA_1
3,hybrid,0.09239130434782605,Perth,0,cds_ABB04283_A/Hong_Kong/46/1980_1980//_HA_HA_3
4,hybrid,0.34601449275362317,Perth,0,cds_AHL81553_A/northern_shoveler/Wisconsin/11OS4110/2011_2011/10/16_HA_HA_4
3,hybrid,0.1684782608695652,Perth,0,cds_AAA43164_A/equine/Miami/1963_1963//_HA_HA_3
13,hybrid,0.6105072463768115,Perth,0,cds_AGW82814_A/turkey/MN/1012/1991_1991//_HA_HA_13
3,hybrid,0.18297101449275366,Perth,0,cds_AOS87374_A/equine/Argentina/E1134-7/2001_2001/07/31_HA_HA_3
3,hybrid,0.14492753623188404,Perth,0,cds_AET75393_A/pintail/Alberta/232/1992_1992/08/24_HA_HA_3
16,hybrid,0.6141304347826086,Perth,0,cds_AGW43300_A/glaucous_gull-herring_gull_hybrid/Iceland/1108/2011_2011/10/16_HA_HA_16
8,hybrid,0.5942028985507246,Perth,0,cds_ABB87740_A/mallard/Alberta/194/1992_1992/12/01_HA_HA_8
7,hybrid,0.5163043478260869,Perth,0,cds_AAD26932_A/chicken/New_York/8030-2/1996_1996//_HA_HA_7
10,hybrid,0.519927536231884,Perth,0,cds_AJD14187_A/migratory_duck/Jiangxi/10974/2005_2005/11/12_HA_HA_10
6,hybrid,0.5815217391304348,Perth,0,cds_AIK26344_A/chicken/Texas/9686-3/2014_2014/03/19_HA_HA_6
14,hybrid,0.3623188405797102,Perth,0,cds_BAF43460_A/mallard/Astrakhan/263/1982_1982//_HA_HA_14
3,hybrid,0.09963768115942029,Perth,0,cds_ABB96341_A/Memphis/18/1978_1978//_HA_HA_3
6,hybrid,0.5851449275362319,Perth,0,cds_ADG44742_A/duck/Shantou/5480/2005_2005//_HA_HA_6
4,hybrid,0.35507246376811596,Perth,0,cds_ALE20251_A/duck/Zhejiang/925088/2014_2014/09/25_HA_HA_4
2,hybrid,0.5960144927536232,Perth,0,cds_AFJ12393_A/mallard/Berlin/453-4/1980_1980//_HA_HA_2
2,hybrid,0.5996376811594203,Perth,0,cds_AFJ13125_A/mallard/Alberta/838/1979_1979/08/14_HA_HA_2
5,hybrid,0.5797101449275363,Perth,0,cds_AAG01215_A/environment/Hong_Kong/437-8/99__1999//_HA_HA_5
2,hybrid,0.5923913043478262,Perth,0,cds_AIY59261_A/England/12/1962_1962//_HA_HA_2
10,hybrid,0.519927536231884,Perth,0,cds_ABB88022_A/pintail/Alberta/202/2000_2000/08/18_HA_HA_10
11,hybrid,0.5742753623188406,Perth,0,cds_AFX84262_A/herring_gull/Delaware_Bay/2610/1987_1987/05/20_HA_HA_11
5,hybrid,0.5778985507246377,Perth,0,cds_ACZ36905_A/chicken/Florida/25717/1993_1993//_HA_HA_5
14,hybrid,0.3586956521739131,Perth,0,cds_ANA11343_A/blue-winged_teal/Texas/UGAI15-6890/2015_2015/09/20_HA_HA_14
8,hybrid,0.5942028985507246,Perth,0,cds_ACZ36909_A/duck/LA/B174/1986_1986//_HA_HA_8
1,hybrid,0.5760869565217391,Perth,0,cds_AEM60091_A/swine/Iowa/3421/1990_1990//_HA_HA_1
1,hybrid,0.5833333333333333,Perth,0,cds_AAL87868_A/Swine/Minnesota/55551/2000_2000//_HA_HA_1
9,hybrid,0.6014492753623188,Perth,0,cds_AOO54710_A/chicken/Sichuan/LFY/2016_2016/02/25_HA_HA_9
5,hybrid,0.5833333333333333,Perth,0,cds_ABY79032_A/duck/Egypt/9399NAMRU3-CLEVB202/2007_2007//_HA_HA_5
16,hybrid,0.6159420289855073,Perth,0,cds_ACA48475_A/black-headed_gull/Turkmenistan/13/76_1976//_HA_HA_16
14,hybrid,0.3623188405797102,Perth,0,cds_AQY18465_A/blue-winged_teal/Guatemala/CIP049H109-49/2012_2012/11/16_HA_HA_14
11,hybrid,0.5760869565217391,Perth,0,cds_AND81178_A/bean_goose/Hubei/SZY200/2016_2016/02/26_HA_HA_11
8,hybrid,0.6014492753623188,Perth,0,cds_ACZ48491_A/turkey/Colorado/235497/2003_2003//_HA_HA_8
5,hybrid,0.5797101449275363,Perth,0,cds_AAS07023_A/turkey/England/N28/1973_1973//_HA_HA_5
2,hybrid,0.6014492753623188,Perth,0,cds_ABI85183_A/ruddy_turnstone/Delaware/34/1993_1993/05/15_HA_HA_2
13,hybrid,0.6123188405797102,Perth,0,cds_ABI84566_A/gull/Maryland/704/1977_1977/09/22_HA_HA_13
4,hybrid,0.3496376811594203,Perth,0,cds_BAF43432_A/duck/Hokkaido/1058/2001_2001//_HA_HA_4
6,hybrid,0.6032608695652174,Perth,0,cds_BAJ18029_A/guinea_fowl/Hong_Kong/NT897/2001_2001//_HA_HA_6
1,hybrid,0.5815217391304348,Perth,0,cds_ABD59847_A/Taiwan/0130/1996_1996//_HA_HA_1
